31,1441958707459,0,0,1,0,off-topic,2,89,33,@yougomarniecoco that's what they are saying.
32,1441958707460,0,1,1,0,off-topic,1,134,19,I just ousted @benhamilton as the mayor of Pizza Lane on @foursquare! http://t.co/TsXgQqdt
33,1441958707460,0,0,1,0,off-topic,0,73,20,@larryemdur you have my vote!
34,1441958707462,0,0,1,0,off-topic,2,81,21,@LozzKip I know I was a bit scared :(
35,1441958707463,0,0,1,0,off-topic,1,92,22,@NiallOfficial can I make you a cake? Which type
36,1441958707464,0,0,1,0,off-topic,1,111,23,What if the boys come to Movie World when I'm working next week OMG
37,1441958707468,0,0,1,0,off-topic,4,110,24,@StevieDacanay i wish i could afford to fly over from Oz for this!
38,1441958707468,0,0,1,0,off-topic,0,184,26,@R_McEwan @greglovey not yet buddy but 2 good lookin' civvy's like yourselves finding a job should be easy I'll even provide the pool table!
39,1441958707469,0,0,1,0,off-topic,1,171,12,@RehdersCorner Both @pressdarling and @GigaRussian are eligible for the NBA perk. Maybe one of them can give you their code? :)
40,1441958707469,1,0,1,0,on-topic,0,148,13,To ALL of my friends,in the UK &amp; Australia,stay safe &amp; look after yourself &amp; your loved ones
41,1441958707470,0,0,1,0,off-topic,1,145,14,Looking at what new piercings I can get in the future wish I had  (@ Skin Candy) http://t.co/LmgdJwMc
42,1441958707476,0,0,1,0,off-topic,6,125,15,@thejay_i_h He doesn't know I've made a list let alone him being at the top of it
43,1441958707476,0,0,1,0,off-topic,0,131,16,Get over it Choc you lost.  Anyone with half a brain could see it. http://t.co/ythaSNX6
44,1441958707476,0,0,1,0,off-topic,0,132,17,Like I don't even remember the born this way or monster balls it still seems surreal idk
45,1441958707477,0,0,1,0,off-topic,1,98,18,@LiamPayne69me hey babe could I please get a follow :)
46,1441958707477,0,0,1,0,off-topic,0,143,8,Okay, new favourite piracy metaphor: paying for content as buying indulgences for the sin of piracy.
47,1441958707477,0,1,1,0,off-topic,0,91,9,WHAT MY GUM IS ALL SWOLLEN OMG AM I GOING TO DIE
48,1441958707478,0,0,1,0,off-topic,1,101,10,Sun and Waves. #finally @ Palm Beach http://t.co/PPfDVzJB
49,1441958707478,0,0,1,0,off-topic,0,77,11,My toe is in so much pain arghhhh
50,1441958707564,0,1,1,0,off-topic,86,119,104,Longest wait ever to charge my phone. Now I'm back home in the darkness :(
51,1441958707824,1,1,1,1,on-topic,260,93,105,Anyone here that lives on the gold coast aswell?
52,1441958707825,0,0,1,0,off-topic,1,109,106,@georgiaharford I don't even know! Probably be quite a while! Xx
53,1441958707825,0,1,1,0,off-topic,0,122,107,Fuck this shit what happened that is bullshit. Fuck you CM Punk. #RoyalRumble
54,1441958707826,0,0,1,0,off-topic,1,124,108,@badealways: @EmilyxRose92 AT LEAST YOU CAN SAIL ON THE JORI SHIP SCREAMKSNGJSO
55,1441958707838,0,0,1,0,off-topic,12,185,109,@DBreban couldn't agree more with the dam management. Put an engineer in charge and we have leadership on infrastructure and saving us money
56,1441958707839,0,0,1,0,off-topic,1,115,110,@Joan_Rivers @charlesbushfoto Amazing photo of an amazing photo shoot!
57,1441958707840,0,0,1,0,off-topic,1,89,111,Oh google, what would I ever do without you?
58,1441958707840,0,1,1,0,off-topic,0,170,112,Chermside Hills run- currently the BEST  x-Country course ever! So much ducking &amp; jumping over fallen trees!! #Humid #run
59,1441958707841,0,0,1,0,off-topic,1,94,113,I'm only looking forward to seeing @lifeguardmaxi
60,1441958707841,0,1,1,0,off-topic,0,154,114,@macklemore just the best song. Sounds great but the best thing is its moving and relevant and inspirational.
61,1441958707842,0,0,1,0,off-topic,1,137,115,Sydney here I come, yeaaahhhh boi.....  @ The Lounge (Virgin Australia) http://t.co/yzHeSDrg
62,1441958707842,0,0,1,0,off-topic,0,136,116,Seen the hottest girl of my life last night.......and she was ginger! #NewType #ProudGinger
63,1441958707843,0,0,1,0,off-topic,1,105,117,my belly looks like butter on toast lol http://t.co/VDYJW1ZN
64,1441958707844,0,0,1,0,off-topic,1,139,118,My 8 year old discovered #yoga. He loves it! I think this is #amazing. #stayingfit n #flexible
65,1441958707844,0,0,1,0,off-topic,0,157,119,Brisbane roar vs harimau muda A. Go malaysiaaa!!! (@ Queensland Sport and Athletics Centre) http://t.co/lfYViMsX
66,1441958707846,0,0,1,0,off-topic,2,164,120,High school all over again... Wish life could be like it is in the movies... #unrealisticexpectations #stupidfairytales
67,1441958707847,0,1,1,0,off-topic,1,82,121,Just,play cricket you bunch of sooks.
68,1441958707848,0,0,1,0,off-topic,1,133,122,@Waybropictures MIKEY PICTURE KISSING GIRL NOT ALICIA ME SOBBING ON THE FLOOR IF NOT OLD
69,1441958707849,0,0,1,0,off-topic,1,140,123,@Real_Liam_Payne lean on me when you're not strong and ill be your friend ill help you carry on
70,1441958707851,0,1,1,0,off-topic,2,142,124,Home time woot woot time to deal with traffic really hope there is no traffic  just wanna go home
71,1441958707853,0,0,1,0,off-topic,2,116,126,@Conway_DJ mate it's because we are amazing that's why #obsessedanimals
72,1441958707854,0,0,1,0,off-topic,1,119,127,@James_Yammouni #JamesLovesJanoskianators  do it or I will I'm not kidding
73,1441958707855,0,0,1,0,off-topic,1,132,95,I drew this. Not hazigates #sketch #superbike  @ Aviation Australia http://t.co/Pbh3JUU9
74,1441958707862,1,0,1,0,on-topic,7,121,96,Here we go again, keep safe everyone! #nofilter @ Albion http://t.co/s1gSpyEx
75,1441958707863,0,0,1,0,off-topic,1,84,98,@piecritic Oscar season = DVD screeners.
76,1441958707865,0,0,1,0,off-topic,2,102,100,@inmoxiecated So baggy trousers and half-eaten ice cream?
77,1441958707867,0,0,1,0,off-topic,2,118,101,Soccer mums ;) (@ St Joseph's Nudgee Junior College) http://t.co/50LrwnIx
78,1441958707868,0,0,1,0,off-topic,1,132,102,@NickoTaylor_ Rock v Punk will be on last. No way Rock will have anyone go on after him
79,1441958707868,0,0,1,0,off-topic,0,82,103,That's it who unfollowed me? #Cake ha
80,1441958707868,0,1,1,0,off-topic,0,125,62,@dloehr Is this the remake with Spacey and Wright thats gone straight to Netflix?
81,1441958707869,0,0,1,0,off-topic,1,113,63,@JennifLawrence_ what's your favourite thing to do in your free time?
82,1441958707870,0,0,1,0,off-topic,1,68,64,so happy its the weekend
83,1441958707873,0,0,1,0,off-topic,3,72,65,#no cassie - end of the line
84,1441958707873,0,0,1,0,off-topic,0,113,66,Connect training. Booyeah (@ W Block w/ @mas6er) http://t.co/1n77dCqq
85,1441958707874,0,1,1,0,off-topic,1,106,67,Just posted a photo @ Yard Bird Ale House http://t.co/xwHJk7hc
86,1441958707875,0,0,1,0,off-topic,1,80,68,is this real account ?@MadhokNiketan
87,1441958707876,0,0,1,0,off-topic,1,110,69,@laurabriscoe1 I ment on it* as in in Australia ATM lol, my bad ;p
88,1441958707883,0,1,1,0,off-topic,7,130,70,@rosatronix no worries! Ill be trying to get it sold soon, just not sure how much yet.
89,1441958707884,0,0,1,0,off-topic,1,103,71,I'm at Sourced Grocer (Teneriffe, QLD) http://t.co/FLweKFYN
90,1441958707884,0,0,1,0,off-topic,0,177,72,People ask me what I miss the most! I say a good relationship with my dad! And my pop and my baby cousin! They mean everything to me!
91,1441958707884,0,0,1,0,off-topic,0,120,73,@NewsTalk4BC  we have blue sky at redcliffe and no wind http://t.co/ISP4enKC
92,1441958707885,0,1,1,0,off-topic,1,173,74,The #weather just starts getting good and we're heading back home today. Haha @ Outrigger Resort, Noosaville http://t.co/AXgZNykx
93,1441958707885,0,1,1,0,off-topic,0,121,75,@marco_harko ooooooor I'll just smash ya all over again wen m home!! #fifagod
94,1441958707886,0,0,1,0,off-topic,1,154,77,@browny_26 #lol #dwl they told me know one would see it lol #classic ... Good one I'm good lover ... How r ya?
95,1441958707886,0,0,1,0,off-topic,0,89,78,@hello_nacho yes and yes, theyre great huh!!!
96,1441958707887,0,1,1,0,off-topic,1,128,79,@essemmeff def, I slow roasted two legs of lamb hickory smoked too for about 5 hours
97,1441958707887,0,1,1,0,off-topic,0,98,80,@Laura_Hartwell same as our pool! I just wanna jump in
98,1441958707894,0,0,1,0,off-topic,7,86,81,@verityforster yes please I'm dying for it
99,1441958707894,0,0,1,0,off-topic,0,140,82,If you received a book off me for Xmas today is the day it's due back at the library , thanks :)
100,1441958707895,1,0,1,0,on-topic,1,95,128,@judi_jabour you guys keeping dry? power still on?
101,1441958707958,0,0,1,0,off-topic,63,109,129,@grimmers im listening online FROM AUSTRALIA i love u grimmy! :D
102,1441958707959,0,1,1,0,off-topic,1,75,130,Bah. Plane delayed for an hour
103,1441958707960,0,0,1,0,off-topic,1,149,131,30/365 Turn it UP! #cooking #oven #hot #nothotenough #meringue #fail @ Mount Coolum http://t.co/VSNV8HVw
104,1441958707961,0,0,1,0,off-topic,1,141,132,@MyNameIsBatdog THAT'S WHAT I'M HOPING BUT WHAT IF IT ISN'T? LIKE NO THEY FUCKING BETTER BE OLD.
105,1441958707962,0,0,1,0,off-topic,1,118,133,I'm at Lorikeet Park (Mt Ommaney, Queensland) [pic]: http://t.co/BJ5n0B2j
106,1441958707963,0,0,1,0,off-topic,1,174,134,God I'm a good bloke sitting next to the wifey while she gets a pedicure. in the running 4 h @ Professionail http://t.co/ZuaPHirJ
107,1441958707966,0,0,1,0,off-topic,3,96,135,@AyoCarmelo_ don't hate the playa ... Hate the game
108,1441958707967,0,1,1,0,off-topic,1,168,136,Please help me out and Share this Complete Video out Very Soon If you want an .mp3 grab me on Facebook http://t.co/DteqOR9o
109,1441958707967,0,0,1,0,off-topic,0,110,137,@MMF006 @jgrb Anarchy not politics. Pistols had better tunes too.
110,1441958707968,0,0,1,0,off-topic,1,128,138,2am night watching the first season of 'Girls' &gt;&gt;&gt;&gt; favourite new show!
111,1441958707968,0,0,1,0,off-topic,0,183,139,I want to reach my full potential as a person, partner, songwriter, musician. The lost goes on....and on...  And on...........I hope I do.
112,1441958707969,0,1,1,0,off-topic,1,175,140,I'm just really glad most if the fan base has moved on from the OMFG MIKEY I HATE U SEW MUCH stage and onto the crappy jokes stage
113,1441958707969,0,1,1,0,off-topic,0,133,141,@NickoTaylor_ I miss the old ones. The ones now just don't have the buzz of the old ones
114,1441958707970,0,0,1,0,off-topic,1,178,142,@Nicholosophy oh true, my outlaws developed a group of townhouses on ostend st that backs onto that too. My kids go to that school :)
115,1441958707971,0,0,1,0,off-topic,1,188,143,I will never understand some of the people I go to school with. Thank god I'm out this year, &amp; that my friends aren't like the rest of them
116,1441958707972,0,0,1,0,off-topic,1,185,144,@_DaniKalifornia I never cease to be amazed at the people who can't handle these rides &amp; yet they're always the first in line to get on!
117,1441958707974,0,0,1,0,off-topic,2,88,145,@willegitimate Anyone in our office at all?
118,1441958707974,0,1,1,0,off-topic,0,180,146,@emmaparade sounds good! I can't get over the fact that I see you soon! Also, I've gotta book my flight home tomorrow so what time &gt;
119,1441958707975,0,0,1,0,off-topic,1,109,147,@djplaner thanks David! Please tell me that's inside out????? :o
120,1441958707976,0,0,1,0,off-topic,1,72,148,Fridays are such long days!
121,1441958707976,0,1,1,0,off-topic,0,70,149,my mood be better now :-)
122,1441958707978,0,1,1,0,off-topic,2,125,150,going to watch midnight and Paris purely for Marion cotillard and Rachel mcadams
123,1441958707983,0,0,1,0,off-topic,5,127,151,-Salut belle blonde... -Heuuuu je suis pas blonde ! -Bah t'es pas belle non plus !
124,1441958707986,0,0,1,0,off-topic,3,159,152,I'm at Suncorp Stadium for Brisbane Roar vs Central Coast Mariners (Milton, QLD) w/ 24 others http://t.co/OTx47JCt
125,1441958707987,0,0,1,0,off-topic,1,100,153,my uncle is crack up, still learning how to use fb lols
126,1441958707990,0,0,1,0,off-topic,3,185,154,@invig I usually really like Adonit stuff so I have high hopes. And it is as easy to attach/detach folio as smart cover, so I hope it works.
127,1441958707992,0,1,1,0,off-topic,2,144,155,@TRiRawrR fuck! I was just being generous :( but still can you buy me them?? Pretty please hansamu!
128,1441958707995,0,1,1,0,off-topic,3,92,156,YES RAIN AT LAST! STAYING HOME NOW THSNK YOU :)
129,1441958707997,0,0,1,0,off-topic,2,179,159,Proposals to present at @artsqueensland Articulate Conference in Aug due Mon 4 Feb. #articulate2013  #rockhampton http://t.co/VcdpDuub
130,1441958707998,0,0,1,0,off-topic,1,91,160,This guy is a grub http://t.co/OLSi0oXO #ashby
131,1441958707999,0,0,1,0,off-topic,1,82,161,Snappin a string is the damn worst!!!
132,1441958707999,0,1,1,0,off-topic,0,184,162,@mimstacey @janecaro game over. In most states quality govt secondary perform better at the very top than expensive religious institutions.
133,1441958708000,0,0,1,0,off-topic,1,170,163,Haha sorry @travisdwatson I don't get on here as much as I should! Hey I still can find the moon calendar that you showed me!
134,1441958708000,0,0,1,0,off-topic,0,111,164,@Fuzzypaw Some people really get off on it but not me. Not at all.
135,1441958708001,0,0,1,0,off-topic,1,173,165,living and learning/Vivendo e aprendendo #instagood #instafood #austrlia  @ Gemini Court Holiday Apartments http://t.co/wsNa6djD
136,1441958708001,0,0,1,0,off-topic,0,119,166,@_Nathan_Dunn_ know what ya mean lad!! I am a champion after all!! #legend
137,1441958708001,0,1,1,0,off-topic,0,121,167,Just ordered @eric_lanlard #homebake - what's the first thing I should try?!
138,1441958708008,0,0,1,0,off-topic,7,154,168,@PurdysChocolate I've tried them &amp; can thoroughly recommend them. Do you still do Orange Melties as well?
139,1441958708008,0,0,1,0,off-topic,0,131,169,@haych_enn its a sign..for you to stop talking to them so youll stop missing them haha
140,1441958708008,0,0,1,0,off-topic,0,132,170,Pub lunch on first day back...hmm sure! :D (@ Woolloongabba Hotel) http://t.co/IqdLvGwt
141,1441958708008,0,0,1,0,off-topic,0,104,171,Wanted a unwanted garden shed for free http://t.co/Gj8zS01i
142,1441958708009,0,1,1,0,off-topic,1,86,83,@carriewinatlife how's it going insomniac?
143,1441958708009,0,0,1,0,off-topic,0,110,84,Let's go to sleep! Zzzzzz (at Regatta Hotel)  http://t.co/fJzWrac8
144,1441958708009,0,0,1,0,off-topic,0,165,85,@Vaish_Red_Devil the thing is we haven't tried to press them. Like when we play big teams away all we do is play counter.
145,1441958708009,0,0,1,0,off-topic,0,182,86,I think the @telstra data accounting is messed up?  2 months in a row I have somehow used 1 gig on the first day????? http://t.co/An8bOr9h
146,1441958708009,0,1,1,0,off-topic,0,117,87,FUCK THATS RIGHT I'VE GOT FUCKING MATH HOMEWORK SIGH WHY DOES THIS HAPPEN
147,1441958708009,0,0,1,0,off-topic,0,138,88,@weekndkngracing @thegeneralwkr in patches have played well but still not back in the groove..
148,1441958708010,0,1,1,0,off-topic,1,167,89,I work 11:30 - 2:45 this tuesday like what kind of ridiculousness is that????? two hours and forty five minutes r u kidding
149,1441958708010,0,1,1,0,off-topic,0,69,91,Just want to feel wanted.
150,1441958708010,0,0,1,0,off-topic,0,140,206,Too many pubescent girls wearing heels at a grass infested festival. I'll never understand why.
151,1441958708282,0,0,1,0,off-topic,272,144,208,HITACHI 14.4V 4 TOOL CORDLESS KIT - DRILL GRINDER SDS ROTARY $499.00 Stapylton http://t.co/zAWHujRE
152,1441958708282,0,0,1,0,off-topic,0,93,209,Computers make very fast, very precise mistakes.
153,1441958708282,0,0,1,0,off-topic,0,93,210,LOL at PHP defenders. Im a PHP hater, PHO lover.
154,1441958708284,0,0,1,0,off-topic,2,174,211,#stages of a #commission  from #existing #jewelery #jewellery #two #rings #become #one with @ Dan Cox Studio http://t.co/gCQ5KB43
155,1441958708284,0,1,1,0,off-topic,0,104,212,@joshdefly @joshdefly @l0ndonfoolishly happens all the time
156,1441958708284,0,0,1,0,off-topic,0,100,213,Starbucks is lovely. Kissing couples around me are not.
157,1441958708285,0,0,1,0,off-topic,1,121,214,WANTED: factory with residential attached $450.00 Tugun http://t.co/lfh5IrfN
158,1441958708285,0,1,1,0,off-topic,0,135,215,I just ousted Taylor H. as the mayor of Milk Espresso on @foursquare! http://t.co/SJbDfaXV
159,1441958708285,0,0,1,0,off-topic,0,111,216,After 24hrs, power is back in #indooroopilly! Thank you #enegex :)
160,1441958708286,0,0,1,0,off-topic,1,139,217,@saraah_5sos yeah! Like who is the new builder person? And I shipped rach and jake so much :'(
161,1441958708292,0,0,1,0,off-topic,6,122,219,This is the best anti-minimalism parody Ive seen so far: http://t.co/EoymJhkC
162,1441958708293,0,0,1,0,off-topic,1,112,220,@jonjoroberts hahahaha genuine giggles here! Bloody british weather
163,1441958708294,0,0,1,0,off-topic,1,72,221,Sorry, not *on* my bus. In.
164,1441958708308,0,0,1,0,off-topic,14,116,203,Round 2! #MS #bloodpressure @ St Andrew's Hospital http://t.co/XYju0TVg
165,1441958708308,0,1,1,0,off-topic,0,137,204,@dciphoenix know that feeling my eyes are almost breaking the toothpicks! Lol I'm exhausted!
166,1441958708309,0,0,1,0,off-topic,1,101,205,Always find these so funny hahahaha http://t.co/mixSzI3a
167,1441958708309,0,0,1,0,off-topic,0,129,197,@twistieman CTA's DSL is down. Our NBN at home is on though. No help for work though
168,1441958708312,1,0,1,0,on-topic,3,146,199,Logan river peaking.. Stay safe my fellow qld'ers!  @ Old Pacific Highway Bridge http://t.co/KRDjSjm8
169,1441958708312,0,0,1,0,off-topic,0,110,200,I wish someone explained the dress code to me before I dressed up
170,1441958708312,1,1,1,1,on-topic,0,127,201,@Al_Otaibi_88 it's heavy raining   and strong winds we just stay at house terrible
171,1441958708312,0,0,1,0,off-topic,0,145,202,@ChristianAntho your keek notifications are keeping me from my sleep -.- I can't turn them offfffff!
172,1441958708313,0,0,1,0,off-topic,1,171,194,@jimmyti Maxing gives me a full 3-years before I feel like upgrading. And yeah, I use Windows + Linux VMs for various reasons.
173,1441958708313,0,0,1,0,off-topic,0,143,195,NOBLE HOUSE DESIGNER TALLBOY WITH LEATHER PANELS + 2 BEDSIDES $499.00 Bonogin http://t.co/jSa2GCe2
174,1441958708313,0,0,1,0,off-topic,0,103,196,Mac and cheese, chicken, choccie milk, movies and Ellen :)
175,1441958708313,0,0,1,0,off-topic,0,108,172,I hope Dennis, Gen and yourself are keeping Safe@VictoriaNewton
176,1441958708313,0,1,1,0,off-topic,0,181,173,@wwos9 I've eaten too many dried apricots and just had to go to the toilet. What happened in there reminded me of your cricket coverage.
177,1441958708314,0,0,1,0,off-topic,1,114,174,I haven't had lunch. Am literally about to turn into the hulk. SMASH.
178,1441958708314,0,1,1,0,off-topic,0,84,175,Gonna be an awkward trip to The airport
179,1441958708314,0,0,1,0,off-topic,0,162,177,@sophbenj I doubt youre all that interested in what I think, but Id be surprised if youre not worrying about nothing.
180,1441958708314,0,0,1,0,off-topic,0,70,178,even if they do FUCK THEM
181,1441958708315,0,0,1,0,off-topic,1,91,179,My heart is nuclear, love is all the I fearrrr
182,1441958708315,0,0,1,0,off-topic,0,160,180,@Daniaaaaaaaaaal we can take gap years but i tak nak. after graduate, nak settle down in malaysia, get married haha
183,1441958708315,0,0,1,0,off-topic,0,126,181,@teacuptempest that phrase much classier than Roos loose in the top paddock Nice.
184,1441958708315,0,0,1,0,off-topic,0,174,182,I don't care that's its not thirsty Sunday or Tuesday I'm THRISTY THIRSTY THIRSTY TILL WE SEE THE SUN HAHAHA http://t.co/sw4EcumA
185,1441958708316,0,0,1,0,off-topic,1,129,183,River has that 'big and effing scary' look about it again at UQ http://t.co/ImpJWqa8
186,1441958708316,0,0,1,0,off-topic,0,177,184,@ThroneofCastle lost motivation and kept forgetting. By the time the weekend rolls around I'm stuffed. Lol the children are fine :-)
187,1441958708316,0,0,1,0,off-topic,0,117,185,@MarcMonster ahhh I want to see your tattoo so bad !!! So happy for you!
188,1441958708316,0,1,1,0,off-topic,0,181,186,god i love the boys. i just hope they know it.:/ well... they're my life and i wouldn't be here without them. :( I love you  @janoskians
189,1441958708323,0,0,1,0,off-topic,7,106,187,Sunday morning workout (@ Fitness First) http://t.co/OQKkP6hA
190,1441958708324,0,0,1,0,off-topic,1,122,188,Cannot believe how self absorbed you've become. Keep this up... You'll see...
191,1441958708325,0,1,1,0,off-topic,1,101,189,@OliveBeerthanks @coalition_man It keeps getting better!
192,1441958708326,0,0,1,0,off-topic,1,79,190,@sophieecollins  I don't wanna die
193,1441958708333,0,0,1,0,off-topic,7,87,191,Buzzy got a cut and looks like a hot bitch
194,1441958708333,0,0,1,0,off-topic,0,134,192,3% phone charge and still no electricity time to stare at the wall until it comes back on
195,1441958708334,0,0,1,0,off-topic,1,116,193,@bunnykaikai What kind of effects do they use? Anything similar to OTT?
196,1441958708334,0,0,1,0,off-topic,0,81,92,@laurenwilson89 well I am a love fool
197,1441958708334,0,1,1,0,off-topic,0,166,93,@saenyear I'm gonna hand it in tomorrow :) hopefully they hire me :( What are they gonna look for in a potential worker :D
198,1441958708343,0,0,1,0,off-topic,9,100,94,@IGetItDon3 hahhaa . U at work? Aww wats the time there?
199,1441958708344,0,0,1,0,off-topic,1,139,6,@Purpletiger79 I really enjoyed doing a photo a day. I think Ima continue &amp; do Feb. Are you?
200,1441958708344,0,0,1,0,off-topic,0,94,255,There seems to be a kitten chewing on my fingers.
201,1441958708524,0,0,1,0,off-topic,180,103,256,@0meraki happy birthday!! I how you have a awesome day :-)
202,1441958708524,0,0,1,0,off-topic,0,105,257,@PurdysChocolate they look lovely, bet they taste great too!
203,1441958708525,0,0,1,0,off-topic,1,110,258,I'm at Pineapple Hotel (Kangaroo Point, QLD) http://t.co/ZejskyQo
204,1441958708525,0,0,1,0,off-topic,0,92,259,Dinner is m&amp;m cookies. http://t.co/urOWzhO0
205,1441958708526,0,0,1,0,off-topic,1,173,260,Wow, the temperature is only a mild 71.6 degrees fahrenheit here #Roma, but the wind gusts are over 70 km/h http://t.co/97kGV4b8
206,1441958708526,0,0,1,0,off-topic,0,111,262,Australian Hachiko @ university of queensland http://t.co/h0cqYZ2Y
207,1441958708526,0,0,1,0,off-topic,0,109,263,Set of drawers on wheels $10 $10.00 Bundall http://t.co/6IXv0fAA
208,1441958708528,0,0,1,0,off-topic,2,119,264,Yr 12s and new students @ cheering practice! #GPS2013 http://t.co/8Ds8JACw
209,1441958708529,0,0,1,0,off-topic,1,126,265,@Claudi_Argueta @cko_o @chokaro_argueta r u kidding me? .....one was enough...!!!
210,1441958708529,0,0,1,0,off-topic,0,147,266,Portable Bose speaker playing music off my iPhone while I play on the ipad #firstworldblackout #bigwet
211,1441958708530,0,0,1,0,off-topic,1,109,267,@JBiebsTC rate: 9  you're so pretty, love your icon &amp; header
212,1441958708530,0,0,1,0,off-topic,0,183,268,@WilliamShatner As if that little word hasen't been picked up on and evaluated, Hi guys, I'm a friend not a foe, if not, why not, I would.
213,1441958708531,0,1,1,0,off-topic,1,166,269,Freakum dress...more like freakum shoes! @TheseDaiz going out tomorrow and shopping... sexy or what? http://t.co/1HB3uTNC
214,1441958708531,1,1,1,1,on-topic,0,185,270,We have battened down our flat in new farm and currently curled up with the cat and doctor who. Thinking of you all in the #bigwet #staysafe
215,1441958708532,0,1,1,0,off-topic,1,100,271,MAYBE IT'S HIS LONG LOST COUSIN WHO HE JUST LOVES A LOT
216,1441958708533,0,0,1,0,off-topic,1,123,272,Bun with minced pork &amp; taro spring rolls. @ Mrs Luu's http://t.co/8STI8rY3
217,1441958708536,0,0,1,0,off-topic,3,121,273,I want a style change, over wearing band shirts and jeans. Any suggestions ?
218,1441958708536,0,0,1,0,off-topic,0,82,274,@NathanaelB not as far as I can tell.
219,1441958708536,0,0,1,0,off-topic,0,86,222,@GrandSlamGal Oh come on, he's special ;)
220,1441958708536,0,0,1,0,off-topic,0,91,223,OMFG THIS USED TO BE ON THE RADIO ALL THE TIME
221,1441958708537,0,0,1,0,off-topic,1,163,224,@BrooksBeau @finnharries @jacksgap it's a word beau. you finished school ? you didn't drop out.? you should know that?
222,1441958708537,0,0,1,0,off-topic,0,147,225,Flying down the Bruce highway and a L plater pulled out don't know who pooped more me or him #holyshit
